Verbal Reasoning,Quantitative Reasoning,Analytical Writing
147.0,152.0,3.0
147.0,152.0,3.5
147.0,169.0,2.5
147.0,160.0,3.0
147.0,153.0,3.0
147.0,132.0,3.0
147.0,166.0,3.0
147.0,165.0,3.0
147.0,138.0,3.0
147.0,160.0,3.0
147.0,157.0,3.0
147.0,161.0,3.0
147.0,168.0,3.0
147.0,135.0,3.0
147.0,163.0,3.0
147.0,154.0,3.0
147.0,132.0,3.0
147.0,170.0,3.0
147.0,152.0,3.0
147.0,158.0,3.0
147.0,146.0,4.5
147.0,165.0,3.5
147.0,155.0,2.0
147.0,142.0,2.5
147.0,156.0,3.0
147.0,141.0,3.0
147.0,143.0,4.0
147.0,165.0,3.0
147.0,150.0,4.0
147.0,132.0,3.5
147.0,146.0,4.0
147.0,151.0,3.0
147.0,164.0,2.5
147.0,162.0,3.0
147.0,170.0,4.0
147.0,164.0,1.5
147.0,140.0,2.5
147.0,152.0,2.5
147.0,154.0,3.0
147.0,170.0,2.0
147.0,162.0,3.5
147.0,163.0,4.0
147.0,146.0,3.0
147.0,160.0,3.5
147.0,157.0,3.0
147.0,169.0,3.0
147.0,160.0,3.0
147.0,144.0,3.0
147.0,166.0,3.0
147.0,155.0,3.0
147.0,166.0,3.0
147.0,164.0,3.0
147.0,147.0,3.0
147.0,167.0,2.5
147.0,150.0,2.0
147.0,137.0,3.5
147.0,168.0,3.0
147.0,159.0,1.5
147.0,147.0,4.5
147.0,169.0,3.0
147.0,145.0,3.0
147.0,160.0,1.0
147.0,151.0,3.0
147.0,160.0,3.0
147.0,139.0,3.0
147.0,150.0,4.0
147.0,170.0,3.0
147.0,162.0,3.0
147.0,149.0,4.0
147.0,151.0,2.5
147.0,165.0,4.0
147.0,155.0,3.5
147.0,168.0,3.5
147.0,156.0,2.5
147.0,156.0,3.0
147.0,166.0,3.0
147.0,162.0,2.5
147.0,144.0,3.0
147.0,139.0,4.0
147.0,166.0,3.0
147.0,164.0,2.5
147.0,146.0,3.0
147.0,150.0,2.5
147.0,147.0,3.0
147.0,137.0,3.0
147.0,158.0,3.0
147.0,138.0,4.0
147.0,160.0,3.0
147.0,168.0,3.5
147.0,147.0,3.5
147.0,154.0,4.0
147.0,169.0,3.0
147.0,155.0,3.0
147.0,164.0,3.0
147.0,165.0,2.5
147.0,170.0,3.0
147.0,162.0,3.0
147.0,165.0,2.5
147.0,144.0,2.5
147.0,148.0,3.5
147.0,167.0,2.0
147.0,153.0,3.5
147.0,168.0,3.0
147.0,151.0,2.0
147.0,161.0,3.0
147.0,157.0,2.0
147.0,146.0,3.5
147.0,161.0,4.0
147.0,154.0,4.0
147.0,160.0,2.0
147.0,164.0,3.0
147.0,139.0,4.0
147.0,153.0,4.0
147.0,161.0,2.0
147.0,139.0,3.0
147.0,141.0,3.0
147.0,143.0,2.5
147.0,167.0,1.5
147.0,139.0,3.0
147.0,157.0,3.0
147.0,167.0,3.5
147.0,148.0,4.0
147.0,163.0,4.5
147.0,142.0,3.0
147.0,138.0,4.0
147.0,159.0,2.5
147.0,164.0,3.0
147.0,170.0,3.0
147.0,140.0,3.0
147.0,153.0,3.0
147.0,150.0,2.5
147.0,146.0,3.0
147.0,150.0,2.5
147.0,155.0,2.5
147.0,142.0,3.0
147.0,166.0,3.5
147.0,145.0,4.0
147.0,137.0,3.0
147.0,165.0,3.0
147.0,143.0,3.5
147.0,141.0,3.5
147.0,137.0,3.0
147.0,135.0,3.0
147.0,159.0,3.0
147.0,145.0,3.5
147.0,135.0,3.0
147.0,160.0,3.5
147.0,164.0,2.5
147.0,151.0,3.0
147.0,154.0,4.0
147.0,168.0,3.0
147.0,164.0,3.0
147.0,155.0,3.0
147.0,146.0,3.0
147.0,150.0,3.5
147.0,132.0,3.5
147.0,152.0,4.0
147.0,141.0,3.5
147.0,143.0,4.5
147.0,165.0,3.0
147.0,169.0,4.0
147.0,164.0,5.0
147.0,162.0,3.5
147.0,163.0,3.5
147.0,141.0,3.0
147.0,140.0,4.0
147.0,158.0,3.0
147.0,142.0,2.5
147.0,141.0,3.0
147.0,142.0,3.0
147.0,148.0,3.0
147.0,164.0,3.0
147.0,161.0,2.5
147.0,164.0,3.5
147.0,167.0,2.5
147.0,150.0,1.0
147.0,166.0,3.0
147.0,167.0,3.0
147.0,159.0,3.0
147.0,170.0,3.0
147.0,160.0,3.0
147.0,152.0,3.5
147.0,148.0,5.0
147.0,167.0,3.5
147.0,141.0,3.0
147.0,154.0,4.0
147.0,168.0,3.0
147.0,147.0,2.5
147.0,168.0,3.0
147.0,167.0,3.0
147.0,141.0,1.5
147.0,160.0,4.0
147.0,145.0,2.5
147.0,147.0,4.0
147.0,151.0,4.5
147.0,147.0,3.0
147.0,161.0,3.0
147.0,166.0,3.0
147.0,142.0,3.5
147.0,160.0,3.0
147.0,148.0,4.0
147.0,151.0,3.0
147.0,148.0,6.0
147.0,152.0,3.5
147.0,157.0,4.0
147.0,156.0,4.0
147.0,152.0,4.0
147.0,168.0,3.5
147.0,159.0,3.0
147.0,148.0,3.0
147.0,150.0,3.0
147.0,167.0,3.0
147.0,158.0,3.0
147.0,160.0,1.0
147.0,168.0,3.0
147.0,160.0,4.0
147.0,169.0,3.0
147.0,153.0,4.5
147.0,150.0,3.0
147.0,166.0,3.5
147.0,153.0,3.5
147.0,146.0,3.0
147.0,156.0,3.0
147.0,165.0,2.5
147.0,166.0,3.0
147.0,157.0,3.0
147.0,150.0,3.0
147.0,158.0,3.0
147.0,161.0,2.5
147.0,144.0,3.0
147.0,170.0,3.0
147.0,151.0,3.5
147.0,137.0,3.0
147.0,135.0,2.0
147.0,161.0,3.0
147.0,165.0,3.0
147.0,135.0,4.0
147.0,166.0,4.0
147.0,154.0,3.0
147.0,143.0,2.0
147.0,160.0,3.5
147.0,149.0,4.0
147.0,154.0,3.5
147.0,147.0,4.0
147.0,148.0,3.0
147.0,143.0,3.5
147.0,150.0,4.0
147.0,147.0,5.0
147.0,154.0,3.0
147.0,167.0,3.5
147.0,150.0,3.5
147.0,165.0,3.0
147.0,147.0,2.5
147.0,153.0,2.5
147.0,148.0,3.5
147.0,151.0,3.0
147.0,156.0,3.0
147.0,132.0,4.0
147.0,158.0,4.0
147.0,165.0,3.0
147.0,158.0,2.5
147.0,163.0,2.0
147.0,146.0,3.0
148.0,150.0,3.5
148.0,141.0,3.5
148.0,153.0,3.0
148.0,168.0,3.0
148.0,162.0,3.5
148.0,152.0,3.0
148.0,145.0,3.5
148.0,168.0,2.5
148.0,147.0,3.0
148.0,152.0,3.0
148.0,164.0,3.0
148.0,155.0,3.0
148.0,156.0,3.5
148.0,149.0,3.0
148.0,132.0,3.0
148.0,168.0,3.0
148.0,141.0,2.5
148.0,146.0,3.5
148.0,169.0,3.0
148.0,142.0,4.0
148.0,151.0,3.0
148.0,157.0,3.0
148.0,162.0,3.0
148.0,169.0,3.0
148.0,166.0,3.5
148.0,168.0,2.5
148.0,163.0,3.0
148.0,154.0,6.0
148.0,161.0,3.0
148.0,166.0,4.5
148.0,170.0,3.0
148.0,151.0,4.0
148.0,162.0,3.0
148.0,147.0,2.0
148.0,169.0,3.5
148.0,169.0,3.5
148.0,148.0,3.5
148.0,151.0,3.0
148.0,165.0,3.5
148.0,144.0,3.0
148.0,148.0,4.5
148.0,160.0,3.0
148.0,156.0,3.0
148.0,141.0,1.5
148.0,169.0,3.0
148.0,161.0,3.0
148.0,132.0,2.0
148.0,143.0,3.5
148.0,156.0,3.0
148.0,170.0,3.5
148.0,141.0,2.5
148.0,160.0,3.0
148.0,145.0,3.5
148.0,158.0,3.0
148.0,147.0,4.0
148.0,143.0,2.0
148.0,147.0,3.5
148.0,160.0,3.0
148.0,167.0,3.5
148.0,159.0,3.5
148.0,145.0,2.5
148.0,164.0,3.0
148.0,141.0,3.5
148.0,143.0,3.5
148.0,145.0,4.0
148.0,135.0,3.0
148.0,160.0,3.0
148.0,144.0,3.0
148.0,147.0,3.5
148.0,163.0,2.5
148.0,163.0,2.5
148.0,169.0,5.0
148.0,132.0,3.5
148.0,164.0,3.5
148.0,151.0,1.0
148.0,164.0,3.5
148.0,170.0,3.0
148.0,169.0,3.0
148.0,164.0,2.5
148.0,152.0,2.0
148.0,165.0,3.5
148.0,132.0,3.5
148.0,162.0,3.5
148.0,160.0,3.0
148.0,170.0,4.0
148.0,145.0,3.5
148.0,150.0,4.5
148.0,157.0,3.0
148.0,146.0,3.5
148.0,163.0,2.5
148.0,138.0,3.5
148.0,148.0,4.0
148.0,159.0,3.0
148.0,154.0,3.0
148.0,161.0,5.0
148.0,164.0,4.0
148.0,146.0,3.0
148.0,161.0,2.5
148.0,157.0,2.5
148.0,145.0,4.0
148.0,132.0,3.0
148.0,137.0,3.0
148.0,143.0,3.0
148.0,150.0,3.0
148.0,164.0,3.0
148.0,153.0,4.0
148.0,147.0,3.0
148.0,150.0,3.0
148.0,155.0,2.5
148.0,169.0,3.0
148.0,142.0,3.5
148.0,170.0,2.5
148.0,165.0,3.0
148.0,155.0,4.5
148.0,149.0,3.5
148.0,162.0,1.0
148.0,147.0,3.0
148.0,155.0,3.0
148.0,167.0,4.0
148.0,161.0,1.0
148.0,167.0,3.0
148.0,152.0,3.0
148.0,150.0,4.0
148.0,145.0,4.5
148.0,170.0,2.5
148.0,160.0,3.5
148.0,150.0,4.0
148.0,144.0,3.0
148.0,152.0,3.0
148.0,156.0,3.0
148.0,162.0,2.0
148.0,163.0,3.5
148.0,147.0,2.5
148.0,167.0,3.5
148.0,149.0,3.5
148.0,159.0,4.0
148.0,155.0,3.0
148.0,139.0,2.5
148.0,147.0,2.0
148.0,167.0,4.0
148.0,150.0,3.0
148.0,167.0,3.0
148.0,161.0,3.0
148.0,139.0,4.0
148.0,168.0,3.5
148.0,152.0,4.5
148.0,157.0,4.0
148.0,141.0,3.5
148.0,162.0,3.5
148.0,139.0,3.0
148.0,154.0,3.0
148.0,165.0,3.0
148.0,164.0,2.5
148.0,147.0,3.5
148.0,163.0,2.5
148.0,152.0,2.5
148.0,168.0,2.0
148.0,160.0,2.5
148.0,150.0,4.0
148.0,155.0,2.5
148.0,141.0,3.5
148.0,156.0,2.5
148.0,170.0,3.0
148.0,142.0,4.0
148.0,141.0,3.5
148.0,167.0,2.5
148.0,170.0,3.0
148.0,158.0,4.0
148.0,156.0,4.5
148.0,161.0,3.0
148.0,150.0,3.0
148.0,168.0,3.5
148.0,167.0,3.0
148.0,160.0,4.0
148.0,143.0,2.5
148.0,157.0,3.0
148.0,165.0,2.0
148.0,159.0,3.0
148.0,152.0,2.0
148.0,170.0,2.5
148.0,156.0,3.5
148.0,143.0,3.0
148.0,143.0,3.0
148.0,154.0,4.0
148.0,143.0,4.5
148.0,165.0,3.0
148.0,157.0,3.0
148.0,155.0,2.0
148.0,167.0,3.0
148.0,138.0,3.5
148.0,139.0,3.0
148.0,146.0,3.5
148.0,145.0,3.5
148.0,141.0,5.0
148.0,149.0,3.5
148.0,142.0,2.5
148.0,139.0,3.0
148.0,166.0,4.5
148.0,169.0,4.0
148.0,154.0,3.5
148.0,167.0,2.0
148.0,147.0,4.0
148.0,150.0,5.0
148.0,153.0,3.5
148.0,146.0,2.5
148.0,145.0,3.0
148.0,149.0,3.0
148.0,159.0,5.0
148.0,166.0,3.0
148.0,150.0,4.5
148.0,149.0,4.5
148.0,152.0,3.0
148.0,156.0,3.0
148.0,154.0,3.0
148.0,147.0,3.0
148.0,147.0,2.5
148.0,146.0,3.0
148.0,163.0,3.0
148.0,144.0,3.5
148.0,156.0,3.0
148.0,152.0,3.0
148.0,153.0,2.5
148.0,152.0,4.0
148.0,165.0,4.0
148.0,155.0,2.5
148.0,163.0,3.5
148.0,140.0,4.0
148.0,155.0,2.5
148.0,153.0,3.5
148.0,150.0,3.0
148.0,151.0,2.0
148.0,150.0,2.0
148.0,150.0,3.0
148.0,157.0,3.0
148.0,150.0,4.0
148.0,146.0,3.0
148.0,143.0,3.0
148.0,150.0,3.5
148.0,156.0,2.5
148.0,147.0,3.5
148.0,170.0,4.0
148.0,132.0,3.5
148.0,150.0,3.5
148.0,160.0,2.5
148.0,138.0,3.0
148.0,147.0,3.0
148.0,158.0,3.0
148.0,152.0,3.0
148.0,170.0,3.0
148.0,164.0,3.5
148.0,155.0,4.5
148.0,145.0,3.0
148.0,170.0,2.0
148.0,153.0,4.0
148.0,150.0,3.0
148.0,165.0,3.0
148.0,154.0,3.0
148.0,148.0,2.0
148.0,154.0,3.0
148.0,144.0,3.0
148.0,140.0,3.0
148.0,153.0,4.0
148.0,161.0,3.0
148.0,147.0,2.5
148.0,144.0,4.0
148.0,166.0,3.5
148.0,154.0,3.5
148.0,150.0,4.0
148.0,163.0,4.0
148.0,132.0,3.0
148.0,156.0,3.0
148.0,165.0,3.0
148.0,154.0,3.5
148.0,170.0,3.0
148.0,140.0,3.5
148.0,155.0,3.0
148.0,154.0,4.0
148.0,144.0,4.0
148.0,152.0,1.5
148.0,164.0,3.5
148.0,154.0,3.0
148.0,167.0,2.5
148.0,135.0,4.0
148.0,132.0,4.0
148.0,167.0,2.5
148.0,170.0,4.0
148.0,154.0,3.0
148.0,151.0,3.0
148.0,151.0,2.5
148.0,140.0,4.5
148.0,150.0,3.0
148.0,141.0,3.5
148.0,155.0,3.0
148.0,153.0,2.0
148.0,161.0,3.5
148.0,144.0,3.0
148.0,162.0,3.0
148.0,161.0,3.0
148.0,152.0,3.5
148.0,155.0,3.5
148.0,169.0,3.0
148.0,153.0,3.0
148.0,152.0,3.0
148.0,170.0,3.0
148.0,169.0,3.0
148.0,153.0,4.0
148.0,147.0,4.0
148.0,156.0,3.0
148.0,150.0,2.0
148.0,169.0,3.0
148.0,142.0,4.0
148.0,168.0,3.0
148.0,148.0,4.0
148.0,159.0,2.5
148.0,143.0,2.5
148.0,135.0,3.0
148.0,139.0,4.0
148.0,163.0,3.5
148.0,170.0,2.0
148.0,150.0,3.0
148.0,167.0,3.0
148.0,163.0,3.0
148.0,165.0,3.0
148.0,167.0,3.0
148.0,139.0,3.0
148.0,149.0,2.5
148.0,170.0,2.5
148.0,158.0,4.0
148.0,146.0,3.0
148.0,153.0,3.0
148.0,156.0,3.0
148.0,145.0,3.0
148.0,154.0,3.5
148.0,166.0,3.0
148.0,153.0,2.5
148.0,146.0,4.0
148.0,143.0,3.0
148.0,132.0,3.5
148.0,144.0,3.5
148.0,155.0,2.5
148.0,147.0,3.5
148.0,165.0,3.5
148.0,168.0,3.5
148.0,162.0,3.0
148.0,154.0,3.0
148.0,144.0,5.0
148.0,150.0,4.0
148.0,156.0,3.0
148.0,140.0,3.0
148.0,168.0,4.0
148.0,163.0,4.0
148.0,162.0,2.5
148.0,168.0,4.0
148.0,137.0,4.0
148.0,161.0,3.5
148.0,154.0,2.5
148.0,142.0,2.0
148.0,153.0,2.5
148.0,160.0,3.5
148.0,147.0,4.0
148.0,156.0,3.0
148.0,132.0,5.5
148.0,167.0,3.0
148.0,160.0,3.0
148.0,137.0,3.0
148.0,167.0,3.0
148.0,151.0,2.5
148.0,146.0,2.5
148.0,160.0,3.0
148.0,159.0,2.5
148.0,145.0,3.0
148.0,170.0,3.0
148.0,145.0,3.0
148.0,165.0,4.0
148.0,157.0,4.0
148.0,166.0,4.0
148.0,150.0,3.0
148.0,142.0,3.5
148.0,137.0,3.0
148.0,158.0,5.0
148.0,167.0,3.0
148.0,160.0,3.0
148.0,135.0,3.0
148.0,155.0,4.0
148.0,168.0,2.5
148.0,164.0,3.0
148.0,161.0,3.5
148.0,162.0,2.0
148.0,151.0,4.5
148.0,157.0,3.5
148.0,141.0,3.5
148.0,154.0,3.0
148.0,149.0,5.0
148.0,142.0,2.5
148.0,153.0,3.0
148.0,170.0,2.0
148.0,162.0,3.0
148.0,165.0,3.5
148.0,160.0,3.5
148.0,167.0,3.0
148.0,167.0,3.0
148.0,154.0,3.0
148.0,150.0,3.0
148.0,170.0,1.5
148.0,144.0,3.5
148.0,146.0,3.0
148.0,146.0,3.0
148.0,145.0,3.0
148.0,156.0,3.0
148.0,147.0,4.0
148.0,150.0,4.0
148.0,163.0,3.0
148.0,163.0,3.0
148.0,163.0,3.0
148.0,153.0,4.0
148.0,152.0,3.0
148.0,146.0,3.5
148.0,167.0,3.5
148.0,157.0,3.5
148.0,154.0,3.0
148.0,148.0,3.0
148.0,162.0,2.0
148.0,169.0,3.5
148.0,162.0,2.5
148.0,144.0,2.0
148.0,163.0,2.5
148.0,169.0,2.5
148.0,149.0,2.5
148.0,163.0,1.5
148.0,132.0,4.0
148.0,138.0,3.0
148.0,167.0,2.0
148.0,137.0,3.0
148.0,169.0,3.0
148.0,152.0,3.0
148.0,146.0,3.0
148.0,150.0,3.0
148.0,161.0,4.0
148.0,156.0,3.0
148.0,154.0,2.0
148.0,139.0,3.0
148.0,144.0,3.0
148.0,151.0,4.0
148.0,170.0,3.0
148.0,168.0,3.5
148.0,164.0,3.0
148.0,150.0,3.0
148.0,150.0,4.0
148.0,147.0,2.0
148.0,149.0,3.0
148.0,167.0,3.0
148.0,143.0,3.0
148.0,157.0,1.5
148.0,147.0,3.0
148.0,135.0,4.0
148.0,152.0,3.0
148.0,152.0,3.0
148.0,157.0,4.0
148.0,151.0,2.5
148.0,135.0,3.5
148.0,169.0,3.0
148.0,153.0,3.0
148.0,150.0,3.5
148.0,168.0,3.0
148.0,148.0,3.0
148.0,153.0,4.0
148.0,160.0,3.0
148.0,143.0,3.5
148.0,149.0,4.0
148.0,155.0,3.5
148.0,154.0,5.0
148.0,154.0,2.5
148.0,155.0,3.5
148.0,143.0,4.0
148.0,144.0,3.0
148.0,160.0,2.0
148.0,141.0,5.0
148.0,146.0,5.0
148.0,135.0,1.5
148.0,160.0,3.0
148.0,168.0,3.0
148.0,161.0,3.0
148.0,150.0,3.0
148.0,169.0,2.5
148.0,169.0,3.0
148.0,150.0,3.0
148.0,150.0,4.5
148.0,160.0,3.0
148.0,143.0,4.0
148.0,160.0,3.0
148.0,155.0,3.0
148.0,142.0,3.5
148.0,164.0,3.0
148.0,165.0,3.0
148.0,163.0,3.0
148.0,161.0,3.5
148.0,148.0,3.0
148.0,155.0,2.0
148.0,164.0,3.0
148.0,166.0,3.5
148.0,162.0,4.0
148.0,150.0,3.5
148.0,137.0,3.0
148.0,141.0,4.0
148.0,154.0,3.0
148.0,166.0,3.0
148.0,166.0,3.0
148.0,146.0,3.0
148.0,158.0,3.5
148.0,159.0,2.5
148.0,143.0,5.5
148.0,155.0,2.5
148.0,165.0,3.0
148.0,164.0,3.0
148.0,152.0,3.5
148.0,155.0,4.0
148.0,139.0,3.0
148.0,170.0,3.0
148.0,140.0,4.0
148.0,144.0,3.5
148.0,168.0,2.0
148.0,144.0,3.5
148.0,151.0,3.5
148.0,151.0,3.5
148.0,156.0,3.0
148.0,137.0,3.0
148.0,170.0,3.0
148.0,152.0,3.0
148.0,139.0,3.5
148.0,139.0,3.0
148.0,169.0,2.0
148.0,164.0,3.5
148.0,143.0,2.0
148.0,155.0,3.0
148.0,147.0,3.0
148.0,165.0,3.5
148.0,147.0,3.5
148.0,168.0,3.0
148.0,144.0,3.0
148.0,151.0,4.0
148.0,163.0,3.0
148.0,170.0,3.0
148.0,150.0,4.0
148.0,145.0,2.0
148.0,138.0,3.0
148.0,132.0,3.5
148.0,154.0,2.0
148.0,161.0,4.0
148.0,150.0,3.0
148.0,161.0,2.5
148.0,139.0,5.5
148.0,150.0,2.0
148.0,140.0,3.0
148.0,150.0,3.0
148.0,162.0,4.0
148.0,163.0,3.5
148.0,152.0,3.5
148.0,142.0,3.5
148.0,170.0,4.0
148.0,142.0,2.5
148.0,170.0,2.5
148.0,167.0,3.0
148.0,142.0,2.0
148.0,148.0,3.5
148.0,170.0,3.0
148.0,150.0,3.0
148.0,144.0,4.5
148.0,170.0,3.0
148.0,152.0,3.0
148.0,149.0,3.5
148.0,166.0,4.0
148.0,163.0,3.5
148.0,156.0,3.0
148.0,157.0,3.0
148.0,142.0,4.0
148.0,153.0,3.0
148.0,167.0,2.5
148.0,156.0,2.0
148.0,165.0,3.0
148.0,170.0,3.5
148.0,151.0,5.0
148.0,153.0,4.0
148.0,167.0,3.5
148.0,163.0,3.0
148.0,148.0,4.5
148.0,170.0,2.0
148.0,160.0,3.0
148.0,142.0,1.0
148.0,163.0,3.0
148.0,151.0,4.0
148.0,161.0,3.5
148.0,167.0,3.0
148.0,170.0,3.5
148.0,145.0,3.0
148.0,157.0,3.5
148.0,138.0,3.5
148.0,153.0,4.0
148.0,167.0,3.5
148.0,148.0,2.5
148.0,147.0,3.0
148.0,165.0,1.5
148.0,141.0,3.0
148.0,160.0,3.0
148.0,135.0,3.5
148.0,170.0,3.0
148.0,160.0,3.0
148.0,146.0,4.0
148.0,140.0,3.0
148.0,158.0,3.0
148.0,164.0,4.5
148.0,144.0,3.5
148.0,154.0,2.5
148.0,137.0,3.0
148.0,135.0,3.5
148.0,165.0,3.5
148.0,156.0,3.0
148.0,170.0,2.0
148.0,137.0,3.0
148.0,148.0,3.0
148.0,159.0,2.0
148.0,140.0,3.5
148.0,168.0,2.5
148.0,158.0,3.0
148.0,170.0,3.0
148.0,150.0,3.0
148.0,167.0,4.5
148.0,142.0,3.0
148.0,144.0,3.0
148.0,146.0,3.5
148.0,160.0,4.5
148.0,163.0,3.5
148.0,156.0,3.5
148.0,169.0,5.0
148.0,145.0,4.5
148.0,144.0,4.0
148.0,147.0,2.5
148.0,162.0,3.0
148.0,156.0,3.5
148.0,162.0,3.0
148.0,166.0,3.0
148.0,169.0,4.0
148.0,146.0,4.0
148.0,152.0,3.0
148.0,153.0,2.5
148.0,140.0,3.5
148.0,165.0,2.5
148.0,162.0,2.5
148.0,132.0,3.0
148.0,169.0,3.5
148.0,162.0,3.5
148.0,144.0,3.5
148.0,144.0,3.0
148.0,157.0,3.5
148.0,150.0,4.0
148.0,168.0,3.5
148.0,168.0,3.0
148.0,154.0,3.0
148.0,158.0,3.0
148.0,143.0,3.0
148.0,169.0,2.5
148.0,158.0,4.5
148.0,160.0,3.0
148.0,159.0,2.5
148.0,170.0,3.0
148.0,147.0,3.0
148.0,163.0,3.0
148.0,158.0,3.0
148.0,165.0,3.0
148.0,156.0,4.0
148.0,141.0,3.5
148.0,143.0,2.0
148.0,150.0,3.0
148.0,158.0,3.0
148.0,163.0,3.5
148.0,167.0,3.0
148.0,147.0,3.5
148.0,162.0,3.0
148.0,146.0,3.5
148.0,137.0,3.0
148.0,145.0,3.5
148.0,164.0,2.5
148.0,152.0,3.5
148.0,160.0,3.0
148.0,161.0,6.0
148.0,158.0,3.0
148.0,151.0,3.5
148.0,167.0,3.0
148.0,151.0,5.0
148.0,162.0,3.0
148.0,142.0,3.5
148.0,139.0,3.0
148.0,163.0,5.0
148.0,153.0,3.0
148.0,159.0,4.0
148.0,153.0,2.5
148.0,157.0,3.0
148.0,149.0,3.5
148.0,147.0,4.5
148.0,160.0,3.5
148.0,166.0,2.0
148.0,159.0,3.0
148.0,167.0,3.0
148.0,142.0,3.0
148.0,152.0,3.0
148.0,148.0,3.5
148.0,148.0,4.5
148.0,141.0,4.0
148.0,166.0,3.5
148.0,151.0,4.0
148.0,161.0,3.5
148.0,168.0,3.5
148.0,157.0,5.0
148.0,141.0,3.0
148.0,143.0,3.0
148.0,169.0,4.0
148.0,162.0,3.5
148.0,143.0,3.0
148.0,166.0,2.0
148.0,139.0,3.5
148.0,152.0,3.0
148.0,150.0,3.5
148.0,132.0,3.0
148.0,165.0,4.5
148.0,165.0,2.5
148.0,156.0,3.0
148.0,158.0,3.0
148.0,154.0,3.5
148.0,146.0,3.0
148.0,164.0,3.0
148.0,152.0,3.5
148.0,169.0,1.0
148.0,153.0,4.0
148.0,152.0,3.0
148.0,156.0,2.5
148.0,164.0,3.0
148.0,162.0,2.5
148.0,144.0,3.0
148.0,152.0,3.0
148.0,152.0,2.5
148.0,170.0,3.0
148.0,146.0,2.5
148.0,143.0,3.5
148.0,157.0,3.0
148.0,156.0,3.5
148.0,137.0,3.5
148.0,154.0,3.5
148.0,150.0,4.0
148.0,147.0,2.0
148.0,148.0,4.0
148.0,132.0,2.5
148.0,169.0,3.0
148.0,167.0,3.5
148.0,157.0,3.0
148.0,143.0,2.5
148.0,170.0,3.0
148.0,158.0,3.0
148.0,170.0,2.0
148.0,170.0,2.0
148.0,162.0,3.0
148.0,147.0,4.5
148.0,155.0,3.5
148.0,154.0,3.0
148.0,158.0,3.0
148.0,144.0,3.0
148.0,146.0,3.0
148.0,170.0,4.5
148.0,169.0,2.5
148.0,150.0,3.0
148.0,140.0,3.0
148.0,137.0,1.0
148.0,155.0,2.5
148.0,169.0,3.0
148.0,170.0,3.0
148.0,161.0,4.5
148.0,170.0,3.0
148.0,144.0,3.5
148.0,153.0,3.0
148.0,157.0,3.0
148.0,170.0,4.0
148.0,167.0,3.0
148.0,160.0,3.5
148.0,165.0,3.0
148.0,155.0,3.0
148.0,170.0,3.5
148.0,170.0,4.0
148.0,170.0,4.0
148.0,154.0,3.0
148.0,144.0,3.0
148.0,152.0,3.0
148.0,164.0,2.0
148.0,165.0,3.0
148.0,135.0,3.5
148.0,165.0,4.0
148.0,165.0,4.0
148.0,146.0,2.5
148.0,157.0,3.5
148.0,150.0,4.0
148.0,138.0,3.0
148.0,149.0,3.5
148.0,158.0,3.0
148.0,145.0,3.5
148.0,162.0,3.0
148.0,144.0,3.0
148.0,170.0,2.5
148.0,155.0,3.0
148.0,166.0,3.0
148.0,151.0,3.5
148.0,166.0,3.0
148.0,143.0,4.0
148.0,170.0,3.0
148.0,169.0,2.5
148.0,164.0,3.5
148.0,160.0,3.0
148.0,156.0,3.0
148.0,143.0,5.0
148.0,168.0,3.0
148.0,155.0,3.0
148.0,170.0,2.0
148.0,148.0,3.0
148.0,152.0,4.0
148.0,149.0,3.5
148.0,141.0,3.5
148.0,160.0,3.5
148.0,143.0,3.0
148.0,145.0,3.0
148.0,150.0,3.0
148.0,154.0,3.0
148.0,155.0,2.5
148.0,147.0,3.0
148.0,135.0,4.0
148.0,150.0,3.0
148.0,154.0,3.0
148.0,145.0,3.0
148.0,169.0,3.5
148.0,154.0,3.5
148.0,135.0,3.5
148.0,161.0,3.5
148.0,162.0,3.0
148.0,146.0,3.0
148.0,156.0,3.0
148.0,142.0,2.5
148.0,149.0,3.0
148.0,149.0,2.5
148.0,170.0,2.5
148.0,162.0,3.5
148.0,165.0,3.0
148.0,166.0,3.0
148.0,149.0,3.5
148.0,163.0,2.0
148.0,144.0,3.5
148.0,142.0,2.5
148.0,156.0,3.5
148.0,160.0,2.5
148.0,169.0,3.0
148.0,154.0,3.0
148.0,155.0,3.0
148.0,160.0,3.5
148.0,154.0,2.5
148.0,149.0,4.0
148.0,150.0,3.5
148.0,139.0,4.0
148.0,148.0,3.0
148.0,137.0,3.0
148.0,150.0,5.0
148.0,167.0,3.5
148.0,164.0,3.5
148.0,145.0,3.0
148.0,159.0,3.0
148.0,164.0,3.5
148.0,150.0,2.5
148.0,152.0,3.0
148.0,145.0,4.0
148.0,170.0,3.5
148.0,145.0,4.0
148.0,148.0,3.5
148.0,150.0,4.5
148.0,154.0,5.0
148.0,159.0,3.0
148.0,151.0,3.0
148.0,168.0,4.0
148.0,146.0,3.5
148.0,141.0,3.0
148.0,154.0,3.5
148.0,141.0,3.0
148.0,137.0,4.0
148.0,159.0,4.5
148.0,150.0,3.0
148.0,152.0,4.0
148.0,147.0,3.5
148.0,142.0,4.0
148.0,143.0,4.0
148.0,152.0,3.0
148.0,150.0,4.0
148.0,150.0,2.5
148.0,142.0,3.5
148.0,161.0,3.0
148.0,150.0,1.5
148.0,164.0,3.0
148.0,163.0,3.0
148.0,154.0,3.5
148.0,135.0,4.0
